source,paradigm,is_cube,session_id,bodypart,canonical,n_frames,fps,mean_likelihood,interp_rate,mean_velocity_px_s,std_velocity_px_s,cv_velocity,mean_jitter,pos_std_x,pos_std_y,bbox_area
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,bcl,,15240,25,0.9905806853702375,0.00853018372703412,78.60203551536615,227.8538791022094,2.8988292428847537,1.3375551442933973,135.30653599792748,105.83249179963651,315911.97349081666
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,bcr,,15240,25,0.9901816731773493,0.008923884514435695,78.22479239559223,193.20284332135557,2.46984156051582,1.1755505703663387,133.68320900745704,105.77030073268685,292332.4111563011
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,hipl,,15240,25,0.9885305918205598,0.00984251968503937,81.05668832293834,258.1822370706107,3.1852058406579062,1.516524977241305,132.5914372540584,102.99264648951409,298284.37562460825
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,hipr,,15240,25,0.9858044869552447,0.012073490813648294,76.49177238100864,189.48585317347545,2.4772056820652377,1.3774927184228731,130.85782021459963,102.38736032444079,183628.2936970962
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,tailbase,tail_base,15240,25,0.9878821051769995,0.011351706036745407,79.18035323912513,158.63114907535768,2.0034155265295506,1.283042255429876,130.30540008716667,100.62072997433916,167817.69005670457
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,tailcentre,,15240,25,0.9726377839237217,0.022769028871391078,103.03005319849046,257.1263241510607,2.4956439035870357,2.442021173216811,128.87614821871597,97.69538604959591,363652.36905496847
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,tailtip,,15240,25,0.9369853428538077,0.0526246719160105,218.482904408145,706.9497201728602,3.235720991937277,8.173516512429511,123.75443840930966,93.22362382712478,418103.6652714364
sturman_oft,open_field,False,29_02_A_190507153158DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,tl,,15243,25,0.9501487980096631,0.0477596273699403,13.272711115607608,11.882021473407557,0.8952218857106958,0.35812521317041174,1.4415365735759438,2.256385881694444,342.91967627097443
sturman_oft,open_field,False,29_02_A_190507153158DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,tr,,15243,25,0.9669648946535945,0.032473922456209406,9.540172323624477,9.153209784655512,0.9594386216682143,0.2415705539102259,0.986502908380475,0.8057205374468354,229.18589526482037
sturman_oft,open_field,False,29_02_A_190507153158DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,bl,,15243,25,0.9805557223835196,0.016532178704979333,14.445079437261077,14.562464162335854,1.0081262775732462,0.40455477336279466,2.0260696517782275,1.8553020034964425,1794.7578073526686
sturman_oft,open_field,False,29_02_A_190507153158DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,br,,15243,25,0.9636885828427706,0.034835662271206456,13.860436453856769,15.656939975293017,1.1296137771286674,0.3966116357597286,2.3779093438716297,1.8557312770476826,512.4908428648405
sturman_oft,open_field,False,29_02_A_190507153158DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,centre,,15243,25,0.9396132818378427,0.055172866233681034,44.67205066715939,171.70115762398348,3.8435924713482965,1.1985075227839648,16.87796764349766,8.965322354162566,270767.30212903256
sturman_oft,open_field,False,29_02_A_190507153158DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,nose,nose,15243,25,0.9090112805843572,0.07885586826740143,91.32286087479564,163.51018780404766,1.79046282866917,1.6537552258446548,138.55188036433495,113.62242434843625,230866.45737705365
sturman_oft,open_field,False,29_02_A_190507153158DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,headcentre,head,15243,25,0.9796709423341096,0.01856589910122679,80.59548336896205,205.16742858664367,2.5456442471769485,1.3726858034538059,136.76362375884977,112.24310963125802,316995.7821142754
sturman_oft,open_field,False,29_02_A_190507153158DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,neck,neck,15243,25,0.9874230233095437,0.011939906842485075,71.43498493106814,156.0672730106141,2.18474565594453,1.13285594331694,134.77212957985424,109.87032359288565,296596.9759258745
sturman_oft,open_field,False,29_02_A_190507153158DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,earl,,15243,25,0.9862853581531698,0.012727153447484091,74.28078907774166,114.90941827017818,1.5469601184488622,1.1956912270123765,136.0719578018156,111.16470068243804,179128.6489085656
sturman_oft,open_field,False,29_02_A_190507153158DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,earr,,15243,25,0.9862712472550146,0.012727153447484091,74.3319157582636,102.43509712084622,1.3780769145514502,1.2116455894516769,135.2407399520409,110.86060161114077,170940.5048353766
sturman_oft,open_field,False,29_02_A_190507153158DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,bodycentre,body_center,15243,25,0.9902799152889207,0.009184543724988519,63.6201325546881,189.9910695534326,2.9863356444615325,1.0726593865327856,132.11608387616954,107.0113385070308,290367.32235213066
sturman_oft,open_field,False,29_02_A_190507153158DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,bcl,,15243,25,0.9914836165223513,0.008003673817489995,67.49127170122239,195.9446783701083,2.903259539063618,1.1517132269899457,133.1894433564613,107.57979546955517,306591.07691738947
sturman_oft,open_field,False,29_02_A_190507153158DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,bcr,,15243,25,0.9894610524474734,0.0098405825624877,66.86668213091463,112.80384004714018,1.6869962207230158,1.0713871246452498,131.09677908413155,107.4857829027115,193541.2023306283
sturman_oft,open_field,False,29_02_A_190507153158DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,hipl,,15243,25,0.9905291855401711,0.008069277701239913,69.427272764118,213.77650911218512,3.079143117698135,1.2593869443315808,129.56527172042848,103.59297163089637,302870.63528514386
sturman_oft,open_field,False,29_02_A_190507153158DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,hipr,,15243,25,0.9842005072616494,0.013251984517483434,66.80221575047626,143.70438025840295,2.151191822666128,1.2216183766034163,127.43043461433345,103.2032514762355,251451.42707791913
